event_id,cumulative_total_tokens,reported_last_total_tokens,observed_delta_total_tokens,cumulative_input,reported_last_input,observed_delta_input,cumulative_cached_input,reported_last_cached_input,observed_delta_cached_input,cumulative_cache_write_input,reported_last_cache_write_input,observed_delta_cache_write_input,cumulative_output,reported_last_output,observed_delta_output,cumulative_reasoning_output,reported_last_reasoning_output,observed_delta_reasoning_output
2326,31470976,113098,113098,31192836,110180,110180,29461760,100224,100224,0,0,0,278140,2918,2918,125415,2537,2537
2334,31593811,122835,122835,31315394,122558,122558,29571840,110080,110080,0,0,0,278417,277,277,125534,119,119
2344,31732958,139147,139147,31449535,134141,134141,29694336,122496,122496,0,0,0,283423,5006,5006,126568,1034,1034
2353,31873283,140325,140325,31589524,139989,139989,29828352,134016,134016,0,0,0,283759,336,336,126722,154,154
2360,32018834,145551,145551,31734418,144894,144894,29968256,139904,139904,0,0,0,284416,657,657,127037,315,315
2373,32165615,146781,146781,31880028,145610,145610,30113024,144768,144768,0,0,0,285587,1171,1171,127985,948,948
2380,32317732,152117,152117,32031161,151133,151133,30258560,145536,145536,0,0,0,286571,984,984,128501,516,516
2389,32472872,155140,155140,32183354,152193,152193,30409600,151040,151040,0,0,0,289518,2947,2947,129370,869,869
2399,32630301,157429,157429,32338661,155307,155307,30561664,152064,152064,0,0,0,291640,2122,2122,129413,43,43
2406,32788366,158065,158065,32496206,157545,157545,30716800,155136,155136,0,0,0,292160,520,520,129489,76,76
2414,32946804,158438,158438,32654332,158126,158126,30874240,157440,157440,0,0,0,292472,312,312,129720,231,231
2424,33106112,159308,159308,32812954,158622,158622,31032192,157952,157952,0,0,0,293158,686,686,129950,230,230
2432,33267506,161394,161394,32973285,160331,160331,31190656,158464,158464,0,0,0,294221,1063,1063,130055,105,105
2439,33429219,161713,161713,33134828,161543,161543,31350912,160256,160256,0,0,0,294391,170,170,130104,49,49
2447,33593517,164298,164298,33297004,162176,162176,31512320,161408,161408,0,0,0,296513,2122,2122,130581,477,477
2455,33759820,166303,166303,33462931,165927,165927,31674368,162048,162048,0,0,0,296889,376,376,130743,162,162
2461,33926925,167105,167105,33629762,166831,166831,31840128,165760,165760,0,0,0,297163,274,274,130918,175,175
2475,34096044,169119,169119,33798138,168376,168376,32006784,166656,166656,0,0,0,297906,743,743,131434,516,516
2492,34269565,173521,173521,33968467,170329,170329,32175104,168320,168320,0,0,0,301098,3192,3192,134540,3106,3106
2499,34448796,179231,179231,34147573,179106,179106,32345344,170240,170240,0,0,0,301223,125,125,134564,24,24
2508,34637101,188305,188305,34335691,188118,188118,32524288,178944,178944,0,0,0,301410,187,187,134599,35,35
2516,34827670,190569,190569,34525845,190154,190154,32712320,188032,188032,0,0,0,301825,415,415,134789,190,190
2527,35026872,199202,199202,34724742,198897,198897,32902400,190080,190080,0,0,0,302130,305,305,134888,99,99
2538,35239521,212649,212649,34936184,211442,211442,33101184,198784,198784,0,0,0,303337,1207,1207,135922,1034,1034
2545,35462478,222957,222957,35158919,222735,222735,33312384,211200,211200,0,0,0,303559,222,222,136046,124,124
2556,35693740,231262,231262,35389962,231043,231043,33534592,222208,222208,0,0,0,303778,219,219,136082,36,36
2564,35936490,242750,242750,35632491,242529,242529,33765504,230912,230912,0,0,0,303999,221,221,136142,60,60
2570,35936490,13809,0,35632491,0,0,33765504,0,0,0,0,0,303999,0,0,136142,0,0
2580,35958538,22048,22048,35654340,21849,21849,33777408,11904,11904,0,0,0,304198,199,199,136187,45,45
2586,35981558,23020,23020,35677198,22858,22858,33789312,11904,11904,0,0,0,304360,162,162,136187,0,0
2594,36010510,28952,28952,35704152,26954,26954,33811968,22656,22656,0,0,0,306358,1998,1998,136234,47,47
2604,36042414,31904,31904,35735620,31468,31468,33838720,26752,26752,0,0,0,306794,436,436,136478,244,244
2610,36082313,39899,39899,35775445,39825,39825,33869952,31232,31232,0,0,0,306868,74,74,136478,0,0
2618,36131076,48763,48763,35823565,48120,48120,33909632,39680,39680,0,0,0,307511,643,643,136994,516,516
2625,36194402,63326,63326,35883242,59677,59677,33957632,48000,48000,0,0,0,311160,3649,3649,137510,516,516
2636,36259482,65080,65080,35947789,64547,64547,34017152,59520,59520,0,0,0,311693,533,533,137635,125,125
2643,36333712,74230,74230,36021670,73881,73881,34081536,64384,64384,0,0,0,312042,349,349,137669,34,34
2651,36416612,82900,82900,36104088,82418,82418,34155264,73728,73728,0,0,0,312524,482,482,137871,202,202
2659,36507940,91328,91328,36195163,91075,91075,34237440,82176,82176,0,0,0,312777,253,253,137929,58,58
2667,36609440,101500,101500,36296342,101179,101179,34328320,90880,90880,0,0,0,313098,321,321,137992,63,63
2675,36712637,103197,103197,36399148,102806,102806,34429312,100992,100992,0,0,0,313489,391,391,138103,111,111
2683,36824272,111635,111635,36510334,111186,111186,34531968,102656,102656,0,0,0,313938,449,449,138299,196,196
2692,36940369,116097,116097,36626256,115922,115922,34642944,110976,110976,0,0,0,314113,175,175,138314,15,15
2702,37066426,126057,126057,36751742,125486,125486,34758656,115712,115712,0,0,0,314684,571,571,138633,319,319
2710,37204240,137814,137814,36886178,134436,134436,34883968,125312,125312,0,0,0,318062,3378,3378,138977,344,344
2718,37343724,139484,139484,37024142,137964,137964,35018240,134272,134272,0,0,0,319582,1520,1520,139123,146,146
2726,37484396,140672,140672,37164625,140483,140483,35155968,137728,137728,0,0,0,319771,189,189,139175,52,52
2736,37625633,141237,141237,37305483,140858,140858,35296256,140288,140288,0,0,0,320150,379,379,139303,128,128
2746,37768968,143335,143335,37448028,142545,142545,35436928,140672,140672,0,0,0,320940,790,790,139925,622,622
2762,37920916,151948,151948,37597689,149661,149661,35579264,142336,142336,0,0,0,323227,2287,2287,142101,2176,2176
2769,38078373,157457,157457,37754668,156979,156979,35728768,149504,149504,0,0,0,323705,478,478,142350,249,249
2777,38239628,161255,161255,37915478,160810,160810,35885568,156800,156800,0,0,0,324150,445,445,142442,92,92
2785,38405127,165499,165499,38080792,165314,165314,36046208,160640,160640,0,0,0,324335,185,185,142482,40,40
2797,38575460,170333,170333,38250365,169573,169573,36211328,165120,165120,0,0,0,325095,760,760,143032,550,550
2813,38757015,181555,181555,38429331,178966,178966,36380672,169344,169344,0,0,0,327684,2589,2589,145504,2472,2472
2821,38942943,185928,185928,38614820,185489,185489,36559488,178816,178816,0,0,0,328123,439,439,145635,131,131
2831,39133786,190843,190843,38805359,190539,190539,36744832,185344,185344,0,0,0,328427,304,304,145691,56,56
2839,39332765,198979,198979,39004020,198661,198661,36935168,190336,190336,0,0,0,328745,318,318,145782,91,91
2846,39542521,209756,209756,39211386,207366,207366,37133696,198528,198528,0,0,0,331135,2390,2390,146252,470,470
2854,39753776,211255,211255,39421166,209780,209780,37340928,207232,207232,0,0,0,332610,1475,1475,146380,128,128
2867,39968475,214699,214699,39633896,212730,212730,37550592,209664,209664,0,0,0,334579,1969,1969,147191,811,811
2874,40183630,215155,215155,39848761,214865,214865,37763200,212608,212608,0,0,0,334869,290,290,147408,217,217
2882,40399785,216155,216155,40064637,215876,215876,37977856,214656,214656,0,0,0,335148,279,279,147484,76,76
2886,40616151,216366,216366,40280922,216285,216285,38193536,215680,215680,0,0,0,335229,81,81,147484,0,0
2898,40833990,217839,217839,40498559,217637,217637,38409600,216064,216064,0,0,0,335431,202,202,147484,0,0
2910,41055663,221673,221673,40718832,220273,220273,38627072,217472,217472,0,0,0,336831,1400,1400,148697,1213,1213
2926,41290604,234941,234941,40951870,233038,233038,38847104,220032,220032,0,0,0,338734,1903,1903,150395,1698,1698
2935,41530161,239557,239557,41191226,239356,239356,39079936,232832,232832,0,0,0,338935,201,201,150410,15,15
2941,41530161,15021,0,41191226,0,0,39079936,0,0,0,0,0,338935,0,0,150410,0,0
2952,41553674,23513,23513,41214447,23221,23221,39091840,11904,11904,0,0,0,339227,292,292,150476,66,66
2962,41579935,26261,26261,41240438,25991,25991,39114880,23040,23040,0,0,0,339497,270,270,150521,45,45
2975,41618656,38721,38721,41278050,37612,37612,39137920,23040,23040,0,0,0,340606,1109,1109,151285,764,764
2982,41670199,51543,51543,41327416,49366,49366,39175296,37376,37376,0,0,0,342783,2177,2177,151335,50,50
2991,41722537,52338,52338,41379018,51602,51602,39224448,49152,49152,0,0,0,343519,736,736,151851,516,516
3005,41790296,67759,67759,41443240,64222,64222,39275904,51456,51456,0,0,0,347056,3537,3537,153403,1552,1552
3013,41860843,70547,70547,41513368,70128,70128,39339904,64000,64000,0,0,0,347475,419,419,153623,220,220
3020,41945974,85131,85131,41595161,81793,81793,39409792,69888,69888,0,0,0,350813,3338,3338,154139,516,516
3029,42031888,85914,85914,41680350,85189,85189,39491456,81664,81664,0,0,0,351538,725,725,154655,516,516
3038,42128793,96905,96905,41776651,96301,96301,39576448,84992,84992,0,0,0,352142,604,604,154906,251,251
3047,42238549,109756,109756,41884337,107686,107686,39672576,96128,96128,0,0,0,354212,2070,2070,154953,47,47
3058,42350934,112385,112385,41994255,109918,109918,39780096,107520,107520,0,0,0,356679,2467,2467,155349,396,396
3066,42464071,113137,113137,42106862,112607,112607,39889792,109696,109696,0,0,0,357209,530,530,155370,21,21
3072,42578795,114724,114724,42221216,114354,114354,40002176,112384,112384,0,0,0,357579,370,370,155669,299,299
3084,42695073,116278,116278,42337211,115995,115995,40116352,114176,114176,0,0,0,357862,283,283,155669,0,0
3102,42824917,129844,129844,42463973,126762,126762,40232192,115840,115840,0,0,0,360944,3082,3082,158530,2861,2861
3110,42963755,138838,138838,42602536,138563,138563,40358784,126592,126592,0,0,0,361219,275,275,158560,30,30
3118,43106160,142405,142405,42744642,142106,142106,40497152,138368,138368,0,0,0,361518,299,299,158571,11,11
3125,43253765,147605,147605,42892116,147474,147474,40639104,141952,141952,0,0,0,361649,131,131,158590,19,19
3135,43408897,155132,155132,43045891,153775,153775,40786432,147328,147328,0,0,0,363006,1357,1357,158620,30,30
3143,43567605,158708,158708,43204356,158465,158465,40940032,153600,153600,0,0,0,363249,243,243,158669,49,49
3155,43732063,164458,164458,43365553,161197,161197,41098368,158336,158336,0,0,0,366510,3261,3261,160064,1395,1395
3187,43911643,179580,179580,43538097,172544,172544,41259392,161024,161024,0,0,0,373546,7036,7036,165471,5407,5407
3226,43911643,179580,0,43538097,172544,0,41259392,161024,0,0,0,0,373546,7036,0,165471,5407,0
3239,44111133,199490,199490,43736380,198283,198283,41296768,37376,37376,0,0,0,374753,1207,1207,166299,828,828
3247,44325002,213869,213869,43947097,210717,210717,41494912,198144,198144,0,0,0,377905,3152,3152,166357,58,58
3256,44543205,218203,218203,44163880,216783,216783,41705472,210560,210560,0,0,0,379325,1420,1420,166873,516,516
3265,44770491,227286,227286,44390391,226511,226511,41921536,216064,216064,0,0,0,380100,775,775,167315,442,442
3277,45002953,232462,232462,44619495,229104,229104,42147840,226304,226304,0,0,0,383458,3358,3358,168696,1381,1381
3285,45239619,236666,236666,44855978,236483,236483,42376832,228992,228992,0,0,0,383641,183,183,168757,61,61
3294,45482465,242846,242846,45097670,241692,241692,42613120,236288,236288,0,0,0,384795,1154,1154,169511,754,754
3301,45482465,14428,0,45097670,0,0,42613120,0,0,0,0,0,384795,0,0,169511,0,0
3312,45505158,22693,22693,45120077,22407,22407,42625024,11904,11904,0,0,0,385081,286,286,169566,55,55
3322,45530731,25573,25573,45145333,25256,25256,42647296,22272,22272,0,0,0,385398,317,317,169605,39,39
3331,45568019,37288,37288,45182350,37017,37017,42672384,25088,25088,0,0,0,385669,271,271,169616,11,11
3341,45617776,49757,49757,45231851,49501,49501,42709248,36864,36864,0,0,0,385925,256,256,169696,80,80
3349,45675212,57436,57436,45288612,56761,56761,42758528,49280,49280,0,0,0,386600,675,675,170212,516,516
3357,45742499,67287,67287,45355200,66588,66588,42815104,56576,56576,0,0,0,387299,699,699,170728,516,516
3358,45742499,67287,0,45355200,66588,0,42815104,56576,0,0,0,0,387299,699,0,170728,516,0
3365,45813515,71016,71016,45425013,69813,69813,42864384,49280,49280,0,0,0,388502,1203,1203,170794,66,66
3374,45884888,71373,71373,45496089,71076,71076,42934016,69632,69632,0,0,0,388799,297,297,170809,15,15
3382,45959848,74960,74960,45570893,74804,74804,43004928,70912,70912,0,0,0,388955,156,156,170835,26,26
3391,46043869,84021,84021,45651292,80399,80399,43079552,74624,74624,0,0,0,392577,3622,3622,171001,166,166
3398,46128068,84199,84199,45735371,84079,84079,43159808,80256,80256,0,0,0,392697,120,120,171040,39,39
3405,46217054,88986,88986,45823057,87686,87686,43243648,83840,83840,0,0,0,393997,1300,1300,171341,301,301
3412,46306323,89269,89269,45912254,89197,89197,43331200,87552,87552,0,0,0,394069,72,72,171364,23,23
3419,46396313,89990,89990,46001690,89436,89436,43420160,88960,88960,0,0,0,394623,554,554,171880,516,516
3426,46491564,95251,95251,46094593,92903,92903,43509376,89216,89216,0,0,0,396971,2348,2348,172380,500,500
3436,46587626,96062,96062,46190290,95697,95697,43601664,92288,92288,0,0,0,397336,365,365,172469,89,89
3444,46693960,106334,106334,46296382,106092,106092,43697152,95488,95488,0,0,0,397578,242,242,172546,77,77
3451,46808185,114225,114225,46408620,112238,112238,43803136,105984,105984,0,0,0,399565,1987,1987,173029,483,483
3459,46923149,114964,114964,46522903,114283,114283,43915264,112128,112128,0,0,0,400246,681,681,173545,516,516
3467,47043537,120388,120388,46642857,119954,119954,44029440,114176,114176,0,0,0,400680,434,434,173650,105,105
3474,47167073,123536,123536,46765770,122913,122913,44149248,119808,119808,0,0,0,401303,623,623,174166,516,516
3486,47294816,127743,127743,46891044,125274,125274,44272000,122752,122752,0,0,0,403772,2469,2469,175129,963,963
3494,47422783,127967,127967,47018847,127803,127803,44397184,125184,125184,0,0,0,403936,164,164,175174,45,45
3501,47553464,130681,130681,47147574,128727,128727,44524800,127616,127616,0,0,0,405890,1954,1954,175690,516,516
3508,47684436,130972,130972,47278408,130834,130834,44653440,128640,128640,0,0,0,406028,138,138,175719,29,29
3516,47816908,132472,132472,47410438,132030,132030,44784128,130688,130688,0,0,0,406470,442,442,176068,349,349
3525,47952085,135177,135177,47544023,133585,133585,44915968,131840,131840,0,0,0,408062,1592,1592,176088,20,20
3532,48088722,136637,136637,47679664,135641,135641,45049344,133376,133376,0,0,0,409058,996,996,176505,417,417
3538,48225740,137018,137018,47816484,136820,136820,45184896,135552,135552,0,0,0,409256,198,198,176589,84,84
3550,48364214,138474,138474,47954773,138289,138289,45321600,136704,136704,0,0,0,409441,185,185,176589,0,0
3557,48512806,148592,148592,48103151,148378,148378,45459712,138112,138112,0,0,0,409655,214,214,176644,55,55
3562,48663128,150322,150322,48253323,150172,150172,45607936,148224,148224,0,0,0,409805,150,150,176644,0,0
3571,48816716,153588,153588,48405958,152635,152635,45757952,150016,150016,0,0,0,410758,953,953,177508,864,864
3578,48978807,162091,162091,48567436,161478,161478,45910400,152448,152448,0,0,0,411371,613,613,178024,516,516
3586,49145259,166452,166452,48733467,166031,166031,46071680,161280,161280,0,0,0,411792,421,421,178120,96,96
3602,49318173,172914,172914,48904150,170683,170683,46237568,165888,165888,0,0,0,414023,2231,2231,180040,1920,1920
3612,49500625,182452,182452,49085311,181161,181161,46408064,170496,170496,0,0,0,415314,1291,1291,181074,1034,1034
3620,49686891,186266,186266,49271390,186079,186079,46589056,180992,180992,0,0,0,415501,187,187,181104,30,30
3629,49882431,195540,195540,49464559,193169,193169,46775040,185984,185984,0,0,0,417872,2371,2371,182132,1028,1028
3636,50079582,197151,197151,49660123,195564,195564,46968064,193024,193024,0,0,0,419459,1587,1587,182169,37,37
3637,50079582,197151,0,49660123,195564,0,46968064,193024,0,0,0,0,419459,1587,0,182169,37,0
3647,50277909,198327,198327,49857383,197260,197260,47055616,87552,87552,0,0,0,420526,1067,1067,183111,942,942
3665,50480174,202265,202265,50057581,200198,200198,47252736,197120,197120,0,0,0,422593,2067,2067,184951,1840,1840
3677,50687943,207769,207769,50263828,206247,206247,47452800,200064,200064,0,0,0,424115,1522,1522,186328,1377,1377
3687,50901044,213101,213101,50475835,212007,212007,47658880,206080,206080,0,0,0,425209,1094,1094,187356,1028,1028
3715,51125999,224955,224955,50693485,217650,217650,47870720,211840,211840,0,0,0,432514,7305,7305,192382,5026,5026
3724,51351386,225387,225387,50918503,225018,225018,48087808,217088,217088,0,0,0,432883,369,369,192480,98,98
3731,51586256,234870,234870,51150312,231809,231809,48312704,224896,224896,0,0,0,435944,3061,3061,192996,516,516
3740,51821597,235341,235341,51385242,234930,234930,48544384,231680,231680,0,0,0,436355,411,411,193241,245,245
3748,52060373,238776,238776,51623760,238518,238518,48779136,234752,234752,0,0,0,436613,258,258,193252,11,11
3755,52060373,13689,0,51623760,0,0,48779136,0,0,0,0,0,436613,0,0,193252,0,0
3766,52081898,21525,21525,51645006,21246,21246,48791040,11904,11904,0,0,0,436892,279,279,193291,39,39
3774,52105026,23128,23128,51667937,22931,22931,48802944,11904,11904,0,0,0,437089,197,197,193291,0,0
3782,52137775,32749,32749,51700466,32529,32529,48825728,22784,22784,0,0,0,437309,220,220,193330,39,39
3791,52181962,44187,44187,51744301,43835,43835,48858112,32384,32384,0,0,0,437661,352,352,193501,171,171
3797,52230935,48973,48973,51793064,48763,48763,48901760,43648,43648,0,0,0,437871,210,210,193501,0,0
3805,52291705,60770,60770,51852381,59317,59317,48950400,48640,48640,0,0,0,439324,1453,1453,193974,473,473
3815,52353029,61324,61324,51913331,60950,60950,49009536,59136,59136,0,0,0,439698,374,374,194007,33,33
3822,52424716,71687,71687,51983300,69969,69969,49070336,60800,60800,0,0,0,441416,1718,1718,194140,133,133
3833,52497201,72485,72485,52055306,72006,72006,49140096,69760,69760,0,0,0,441895,479,479,194300,160,160
3842,52575873,78672,78672,52133221,77915,77915,49211904,71808,71808,0,0,0,442652,757,757,194816,516,516
3849,52658755,82882,82882,52215940,82719,82719,49289600,77696,77696,0,0,0,442815,163,163,194848,32,32
3856,52747527,88772,88772,52301995,86055,86055,49371648,82048,82048,0,0,0,445532,2717,2717,195124,276,276
3864,52837446,89919,89919,52390791,88796,88796,49457536,85888,85888,0,0,0,446655,1123,1123,195176,52,52
3874,52928350,90904,90904,52480918,90127,90127,49546240,88704,88704,0,0,0,447432,777,777,195692,516,516
3883,53034833,106483,106483,52584856,103938,103938,49636224,89984,89984,0,0,0,449977,2545,2545,195893,201,201
3891,53141715,106882,106882,52691558,106702,106702,49740032,103808,103808,0,0,0,450157,180,180,196000,107,107
3907,53256551,114836,114836,52803776,112218,112218,49846528,106496,106496,0,0,0,452775,2618,2618,198461,2461,2461
3915,53375575,119024,119024,52922591,118815,118815,49958656,112128,112128,0,0,0,452984,209,209,198488,27,27
3940,53505365,129790,129790,53047418,124827,124827,50077312,118656,118656,0,0,0,457947,4963,4963,203380,4892,4892
3963,53640040,134675,134675,53178367,130949,130949,50201984,124672,124672,0,0,0,461673,3726,3726,206424,3044,3044
3969,53775147,135107,135107,53313293,134926,134926,50332800,130816,130816,0,0,0,461854,181,181,206518,94,94
3982,53911718,136571,136571,53449671,136378,136378,50467584,134784,134784,0,0,0,462047,193,193,206518,0,0
3999,54056230,144512,144512,53591908,142237,142237,50603776,136192,136192,0,0,0,464322,2275,2275,208515,1997,1997
4011,54211491,155261,155261,53745930,154022,154022,50745856,142080,142080,0,0,0,465561,1239,1239,209610,1095,1095
4021,54376063,164572,164572,53909349,163419,163419,50899712,153856,153856,0,0,0,466714,1153,1153,210644,1034,1034
4029,54553235,177172,177172,54084788,175439,175439,51063040,163328,163328,0,0,0,468447,1733,1733,210808,164,164
4042,54740335,187100,187100,54270000,185212,185212,51238400,175360,175360,0,0,0,470335,1888,1888,212590,1782,1782
4054,54935774,195439,195439,54465161,195161,195161,51423488,185088,185088,0,0,0,470613,278,278,212671,81,81
